Source File,Left Context,Match,Right Context,Merged Context,Edited Sentence,Selected
export (43).html,"obwodnic, chociaż już dawno",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],. Reklamy płonęły na niebie,"obwodnic, chociaż już dawno zaszło słońce . Reklamy płonęły na niebie","obwodnic, chociaż już dawno zaszło słońce . Reklamy płonęły na niebie",True
export (43).html,z MUI. Zanim jeszcze,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", Nicholas przyjrzał się statkowi","z MUI. Zanim jeszcze zaszło słońce , Nicholas przyjrzał się statkowi","z MUI. Zanim jeszcze zaszło słońce , Nicholas przyjrzał się statkowi",True
export (43).html,"już szabasowa noc, dawno",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", a weselnicy bawili się","już szabasowa noc, dawno zaszło słońce , a weselnicy bawili się","już szabasowa noc, dawno zaszło słońce , a weselnicy bawili się",True
export (43).html,albo wszystkim naraz. Tymczasem,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],i właśnie zaczyna się noc,albo wszystkim naraz. Tymczasem zaszło słońce i właśnie zaczyna się noc,albo wszystkim naraz. Tymczasem zaszło słońce i właśnie zaczyna się noc,True
export (43).html,""". A gdy już",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", nad ogrodem Lotty i",""". A gdy już zaszło słońce , nad ogrodem Lotty i",""". A gdy już zaszło słońce , nad ogrodem Lotty i",True
export (43).html,"się wydawać, że nagle",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],. W pewnej chwili don,"się wydawać, że nagle zaszło słońce . W pewnej chwili don","się wydawać, że nagle zaszło słońce . W pewnej chwili don",True
export (43).html,", tam gdzie przed chwilą",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", widać groźne, skłębione",", tam gdzie przed chwilą zaszło słońce , widać groźne, skłębione",", tam gdzie przed chwilą zaszło słońce , widać groźne, skłębione",True
export (43).html,. Jak na ironię losu,zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],. Steve Hinton miał wtedy,. Jak na ironię losu zaszło słońce . Steve Hinton miał wtedy,. Jak na ironię losu zaszło słońce . Steve Hinton miał wtedy,True
export (43).html,"zaskoczyło mnie, jak szybko",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],. Potem sobie przypomniałem,"zaskoczyło mnie, jak szybko zaszło słońce . Potem sobie przypomniałem","zaskoczyło mnie, jak szybko zaszło słońce . Potem sobie przypomniałem",True
export (43).html,"pożegnania, kiedy ostatni raz",zaszło[zajść:praet:sg:n:perf]słońce[słońce:subst:sg:nom:n],", Ania usiadła na łóżku","pożegnania, kiedy ostatni raz zaszło słońce , Ania usiadła na łóżku","pożegnania, kiedy ostatni raz zaszło słońce , Ania usiadła na łóżku",True
export (44).html,razie nie mam. Już,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", a ja dalej stał","razie nie mam. Już słońce zaszło , a ja dalej stał","razie nie mam. Już słońce zaszło , a ja dalej stał",True
export (44).html,"błędem, bo po pierwsze",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"na trzy tygodnie, a","błędem, bo po pierwsze słońce zaszło na trzy tygodnie, a","błędem, bo po pierwsze słońce zaszło na trzy tygodnie, a",True
export (44).html,"już przedzmrok błękitu, gdyż",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],tam już za lasy uroczego,"już przedzmrok błękitu, gdyż słońce zaszło tam już za lasy uroczego","już przedzmrok błękitu, gdyż słońce zaszło tam już za lasy uroczego",True
export (44).html,zaczęła od początku. Zanim,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", domostwo było ocieplone,","zaczęła od początku. Zanim słońce zaszło , domostwo było ocieplone,","zaczęła od początku. Zanim słońce zaszło , domostwo było ocieplone,",True
export (44).html,się im dotrzeć. Wnet,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],za garby Furki. Nikt,się im dotrzeć. Wnet słońce zaszło za garby Furki. Nikt,się im dotrzeć. Wnet słońce zaszło za garby Furki. Nikt,True
export (44).html,"i drogi rozmiękły, wreszcie",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"i noc nastała, żadnym","i drogi rozmiękły, wreszcie słońce zaszło i noc nastała, żadnym","i drogi rozmiękły, wreszcie słońce zaszło i noc nastała, żadnym",True
export (44).html,", powiewał przejmujący wiatr,",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],za ciemną chmurkę. Gromada,", powiewał przejmujący wiatr, słońce zaszło za ciemną chmurkę. Gromada",", powiewał przejmujący wiatr, słońce zaszło za ciemną chmurkę. Gromada",True
export (44).html,to po coś. Chociaż,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],mi drogę w tamtym uniesieniu,to po coś. Chociaż słońce zaszło mi drogę w tamtym uniesieniu,to po coś. Chociaż słońce zaszło mi drogę w tamtym uniesieniu,True
export (44).html,m wojny w kominku właśnie,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],między mężczyznami narodami językami kolorami,m wojny w kominku właśnie słońce zaszło między mężczyznami narodami językami kolorami,m wojny w kominku właśnie słońce zaszło między mężczyznami narodami językami kolorami,True
export (44).html,". Poczekałem, aż",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],w dół - także w,". Poczekałem, aż słońce zaszło w dół - także w",". Poczekałem, aż słońce zaszło w dół - także w",True
export (44).html,"już złotego kurzu, bo",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],nisko za lasy. Kiedy,"już złotego kurzu, bo słońce zaszło nisko za lasy. Kiedy","już złotego kurzu, bo słońce zaszło nisko za lasy. Kiedy",True
export (44).html,osiodłali swoje konie. Nim,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", byli już daleko w","osiodłali swoje konie. Nim słońce zaszło , byli już daleko w","osiodłali swoje konie. Nim słońce zaszło , byli już daleko w",True
export (44).html,pot z czoła. Chociaż,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", na dworze było ciągle","pot z czoła. Chociaż słońce zaszło , na dworze było ciągle","pot z czoła. Chociaż słońce zaszło , na dworze było ciągle",True
export (44).html,jego rzeczywistej postaci. Gdy,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],poza imitacje murów północnego Uggioforte,jego rzeczywistej postaci. Gdy słońce zaszło poza imitacje murów północnego Uggioforte,jego rzeczywistej postaci. Gdy słońce zaszło poza imitacje murów północnego Uggioforte,True
export (44).html,"em tak wyraźnie, że",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],już jakiś czas temu.,"em tak wyraźnie, że słońce zaszło już jakiś czas temu.","em tak wyraźnie, że słońce zaszło już jakiś czas temu.",True
export (44).html,pozostać na statku. Gdy,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"i mrok zapadał, wesołe","pozostać na statku. Gdy słońce zaszło i mrok zapadał, wesołe","pozostać na statku. Gdy słońce zaszło i mrok zapadał, wesołe",True
export (44).html,"w mroku zupełnym, bo",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"za lasami, a korony","w mroku zupełnym, bo słońce zaszło za lasami, a korony","w mroku zupełnym, bo słońce zaszło za lasami, a korony",True
export (44).html,". To nic, że",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],. Widzę moją ścieżkę zupełnie,". To nic, że słońce zaszło . Widzę moją ścieżkę zupełnie",". To nic, że słońce zaszło . Widzę moją ścieżkę zupełnie",True
export (44).html,"do Warszawy: ""Dalekie",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"za chmury, smutek i","do Warszawy: ""Dalekie słońce zaszło za chmury, smutek i","do Warszawy: ""Dalekie słońce zaszło za chmury, smutek i",True
export (44).html,kulomiotów. W tejże chwili,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],za obłoki. Car-carej krzyknął,kulomiotów. W tejże chwili słońce zaszło za obłoki. Car-carej krzyknął,kulomiotów. W tejże chwili słońce zaszło za obłoki. Car-carej krzyknął,True
export (44).html,"a co do słońca,",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", jest wieczór. Wszyscy","a co do słońca, słońce zaszło , jest wieczór. Wszyscy","a co do słońca, słońce zaszło , jest wieczór. Wszyscy",True
export (44).html,"Cezarów pod Wzgórzem Janikulusem,",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", widzą jeszcze na Wzgórzu","Cezarów pod Wzgórzem Janikulusem, słońce zaszło , widzą jeszcze na Wzgórzu","Cezarów pod Wzgórzem Janikulusem, słońce zaszło , widzą jeszcze na Wzgórzu",True
export (44).html,w polu. - Jak,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", ściągnęliśmy do remizy","w polu. - Jak słońce zaszło , ściągnęliśmy do remizy","w polu. - Jak słońce zaszło , ściągnęliśmy do remizy",True
export (44).html,". Kiedy ostre, palące",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],"za czarną opończę chmur,",". Kiedy ostre, palące słońce zaszło za czarną opończę chmur,",". Kiedy ostre, palące słońce zaszło za czarną opończę chmur,",True
export (44).html,", nad Wisłę. Zanim",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],", dotarliśmy do miasta",", nad Wisłę. Zanim słońce zaszło , dotarliśmy do miasta",", nad Wisłę. Zanim słońce zaszło , dotarliśmy do miasta",True
export (44).html,dziesięć minut przed końcem kwalifikacji,słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],". Uznaliśmy, że","dziesięć minut przed końcem kwalifikacji słońce zaszło . Uznaliśmy, że","dziesięć minut przed końcem kwalifikacji słońce zaszło . Uznaliśmy, że",True
export (44).html,"kultura? No, ale",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],". Co robić, gdy","kultura? No, ale słońce zaszło . Co robić, gdy","kultura? No, ale słońce zaszło . Co robić, gdy",True
export (44).html,". Co robić, gdy",słońce[słońce:subst:sg:nom:n]zaszło[zajść:praet:sg:n:perf],? Co zrobić z tymi,". Co robić, gdy słońce zaszło ? Co zrobić z tymi",". Co robić, gdy słońce zaszło ? Co zrobić z tymi",True
export (5).html,jamy brzusznej. Ta trzydziestodwuletnia,kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],w ciążę i - wyleczona,jamy brzusznej. Ta trzydziestodwuletnia kobieta zaszła w ciążę i - wyleczona,jamy brzusznej. Ta trzydziestodwuletnia kobieta zaszła w ciążę i - wyleczona,True
export (5).html,"żeby nastąpiło zapłodnienia, żeby",kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],w ciążę? P.,"żeby nastąpiło zapłodnienia, żeby kobieta zaszła w ciążę? P.","żeby nastąpiło zapłodnienia, żeby kobieta zaszła w ciążę? P.",True
export (5).html,"chwili treść: ""Jeżeli",kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],"w ciążę, jej mąż","chwili treść: ""Jeżeli kobieta zaszła w ciążę, jej mąż","chwili treść: ""Jeżeli kobieta zaszła w ciążę, jej mąż",True
export (5).html,"z powodu wieku, jeżeli",kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],w ciążę. Natomiast art,"z powodu wieku, jeżeli kobieta zaszła w ciążę. Natomiast art","z powodu wieku, jeżeli kobieta zaszła w ciążę. Natomiast art",True
export (5).html,...) Jeżeli,kobieta[kobieta:subst:sg:nom:f]zaszła[zajść:praet:sg:f:perf],w ciążę i urodziła chłopca,...) Jeżeli kobieta zaszła w ciążę i urodziła chłopca,...) Jeżeli kobieta zaszła w ciążę i urodziła chłopca,True
export (6).html,przy studni. Wtedy właśnie,nadeszła[nadejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],"z Samarii, aby zaczerpnąć","przy studni. Wtedy właśnie nadeszła kobieta z Samarii, aby zaczerpnąć","przy studni. Wtedy właśnie nadeszła kobieta z Samarii, aby zaczerpnąć",True
export (7).html,. W końcu jednak oczekiwana,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],. Margaret i Ogehur zgłosili,. W końcu jednak oczekiwana wiadomość nadeszła . Margaret i Ogehur zgłosili,. W końcu jednak oczekiwana wiadomość nadeszła . Margaret i Ogehur zgłosili,True
export (7).html,poprawy stanu zdrowia. Zła,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],także z Północnej Karoliny.,poprawy stanu zdrowia. Zła wiadomość nadeszła także z Północnej Karoliny.,poprawy stanu zdrowia. Zła wiadomość nadeszła także z Północnej Karoliny.,True
export (7).html,van der Vaarta. Zaskakująca,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],"z obozu Duńczyków, wśród","van der Vaarta. Zaskakująca wiadomość nadeszła z obozu Duńczyków, wśród","van der Vaarta. Zaskakująca wiadomość nadeszła z obozu Duńczyków, wśród",True
export (7).html,i Tadeusz Buraczewski. Dobra,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],"także z Leszna, gdzie","i Tadeusz Buraczewski. Dobra wiadomość nadeszła także z Leszna, gdzie","i Tadeusz Buraczewski. Dobra wiadomość nadeszła także z Leszna, gdzie",True
export (7).html,miejsce w tabeli. Fatalna,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],dla fanów Liverpoolu. Francuz,miejsce w tabeli. Fatalna wiadomość nadeszła dla fanów Liverpoolu. Francuz,miejsce w tabeli. Fatalna wiadomość nadeszła dla fanów Liverpoolu. Francuz,True
export (7).html,Smutna dla całego piłkarskiego świata,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],z Zaporoża. Wczoraj w,Smutna dla całego piłkarskiego świata wiadomość nadeszła z Zaporoża. Wczoraj w,Smutna dla całego piłkarskiego świata wiadomość nadeszła z Zaporoża. Wczoraj w,True
export (7).html,wiadomo na kiedy. Dobra,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],też ze Świętokrzyskiego. Tam,wiadomo na kiedy. Dobra wiadomość nadeszła też ze Świętokrzyskiego. Tam,wiadomo na kiedy. Dobra wiadomość nadeszła też ze Świętokrzyskiego. Tam,True
export (7).html,",6%. Pomyślna",wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],"z sektora produkcji przemysłowej,",",6%. Pomyślna wiadomość nadeszła z sektora produkcji przemysłowej,",",6%. Pomyślna wiadomość nadeszła z sektora produkcji przemysłowej,",True
export (7).html,a InterRisk. Inna ważna,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],z Brukseli. Komisja Europejska,a InterRisk. Inna ważna wiadomość nadeszła z Brukseli. Komisja Europejska,a InterRisk. Inna ważna wiadomość nadeszła z Brukseli. Komisja Europejska,True
export (7).html,polisy strukturyzowane. Inna ważna,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],z Sejmu. Na posiedzeniu,polisy strukturyzowane. Inna ważna wiadomość nadeszła z Sejmu. Na posiedzeniu,polisy strukturyzowane. Inna ważna wiadomość nadeszła z Sejmu. Na posiedzeniu,True
export (7).html,prowadził Wiarus. Bardzo miła,wiadomość[wiadomość:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],"z Bartoszyc, gdzie w","prowadził Wiarus. Bardzo miła wiadomość nadeszła z Bartoszyc, gdzie w","prowadził Wiarus. Bardzo miła wiadomość nadeszła z Bartoszyc, gdzie w",True
export (8).html,chwilę. Kilka tygodni później,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że wszystko jest gotowe","chwilę. Kilka tygodni później nadeszła wiadomość , że wszystko jest gotowe","chwilę. Kilka tygodni później nadeszła wiadomość , że wszystko jest gotowe",True
export (8).html,- pomyślała. Z recepcji,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na dole czeka","- pomyślała. Z recepcji nadeszła wiadomość , że na dole czeka","- pomyślała. Z recepcji nadeszła wiadomość , że na dole czeka",True
export (8).html,"do kasyna"". Niespodziewanie",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],z Denver o nagłej śmierci,"do kasyna"". Niespodziewanie nadeszła wiadomość z Denver o nagłej śmierci","do kasyna"". Niespodziewanie nadeszła wiadomość z Denver o nagłej śmierci",True
export (8).html,Pojechali. Po dwóch tygodniach,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że kuzynka uciekła,","Pojechali. Po dwóch tygodniach nadeszła wiadomość , że kuzynka uciekła,","Pojechali. Po dwóch tygodniach nadeszła wiadomość , że kuzynka uciekła,",True
export (8).html,Murinu. Wtedy właśnie nieoczekiwanie,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"o manifeście amnestyjnym cara,","Murinu. Wtedy właśnie nieoczekiwanie nadeszła wiadomość o manifeście amnestyjnym cara,","Murinu. Wtedy właśnie nieoczekiwanie nadeszła wiadomość o manifeście amnestyjnym cara,",True
export (8).html,Zanshaa do Hone-bar i gdy,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"o klęsce, zaleciały już","Zanshaa do Hone-bar i gdy nadeszła wiadomość o klęsce, zaleciały już","Zanshaa do Hone-bar i gdy nadeszła wiadomość o klęsce, zaleciały już",True
export (8).html,"wiwatowe umilkły, z południa",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", która zatrzęsła posadami sławy","wiwatowe umilkły, z południa nadeszła wiadomość , która zatrzęsła posadami sławy","wiwatowe umilkły, z południa nadeszła wiadomość , która zatrzęsła posadami sławy",True
export (8).html,Jakoż w sam przeddzień licytacji,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", rata Towarzystwa Kredytowego została","Jakoż w sam przeddzień licytacji nadeszła wiadomość , rata Towarzystwa Kredytowego została","Jakoż w sam przeddzień licytacji nadeszła wiadomość , rata Towarzystwa Kredytowego została",True
export (8).html,w bolesnej samotności. Nagle,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o śmierci porucznika Hastinga.,w bolesnej samotności. Nagle nadeszła wiadomość o śmierci porucznika Hastinga.,w bolesnej samotności. Nagle nadeszła wiadomość o śmierci porucznika Hastinga.,True
export (8).html,Niemal w ślad za nimi,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],". Ktoś telefonował, przybity","Niemal w ślad za nimi nadeszła wiadomość . Ktoś telefonował, przybity","Niemal w ślad za nimi nadeszła wiadomość . Ktoś telefonował, przybity",True
export (8).html,"na wyświetlaczu informował, że",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],. Zapewne z Silver Lining,"na wyświetlaczu informował, że nadeszła wiadomość . Zapewne z Silver Lining","na wyświetlaczu informował, że nadeszła wiadomość . Zapewne z Silver Lining",True
export (8).html,", marynarki. Na dodatek",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że ćwiczenia mają się",", marynarki. Na dodatek nadeszła wiadomość , że ćwiczenia mają się",", marynarki. Na dodatek nadeszła wiadomość , że ćwiczenia mają się",True
export (8).html,Dopiero w lipcu 1943 roku,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:acc:f],", że Ringelblum znajduje się","Dopiero w lipcu 1943 roku nadeszła wiadomość , że Ringelblum znajduje się","Dopiero w lipcu 1943 roku nadeszła wiadomość , że Ringelblum znajduje się",True
export (8).html,"a potem przykrości, gdy",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że pierwsze miejsce otrzymał","a potem przykrości, gdy nadeszła wiadomość , że pierwsze miejsce otrzymał","a potem przykrości, gdy nadeszła wiadomość , że pierwsze miejsce otrzymał",True
export (8).html,sobotę 13 marca w południe,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na całej trasie","sobotę 13 marca w południe nadeszła wiadomość , że na całej trasie","sobotę 13 marca w południe nadeszła wiadomość , że na całej trasie",True
export (8).html,w trakcie redakcyjnej obróbki tekstu,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o śmierci Jurka. Usiłował,w trakcie redakcyjnej obróbki tekstu nadeszła wiadomość o śmierci Jurka. Usiłował,w trakcie redakcyjnej obróbki tekstu nadeszła wiadomość o śmierci Jurka. Usiłował,True
export (8).html,""". W czasie spotkania",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że następnego dnia,",""". W czasie spotkania nadeszła wiadomość , że następnego dnia,",""". W czasie spotkania nadeszła wiadomość , że następnego dnia,",True
export (8).html,. W kilka tygodni później,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na Litwie,",". W kilka tygodni później nadeszła wiadomość , że na Litwie,",". W kilka tygodni później nadeszła wiadomość , że na Litwie,",True
export (8).html,", gdy zakwitały akacje,",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"od ojca, że dostał",", gdy zakwitały akacje, nadeszła wiadomość od ojca, że dostał",", gdy zakwitały akacje, nadeszła wiadomość od ojca, że dostał",True
export (8).html,"w Redakcji ""Kultury""",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o śmierci Tadeusza Piotra Potworowskiego,"w Redakcji ""Kultury"" nadeszła wiadomość o śmierci Tadeusza Piotra Potworowskiego","w Redakcji ""Kultury"" nadeszła wiadomość o śmierci Tadeusza Piotra Potworowskiego",True
export (8).html,było to przekonywające. Kiedy,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],"zza oceanu, iż rząd","było to przekonywające. Kiedy nadeszła wiadomość zza oceanu, iż rząd","było to przekonywające. Kiedy nadeszła wiadomość zza oceanu, iż rząd",True
export (8).html,w piłkę. Wówczas to,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o uzyskaniu nominacji. Przyjął,w piłkę. Wówczas to nadeszła wiadomość o uzyskaniu nominacji. Przyjął,w piłkę. Wówczas to nadeszła wiadomość o uzyskaniu nominacji. Przyjął,True
export (8).html,"orędzia opracowany został, zanim",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o ustępstwach Hiszpanii. W,"orędzia opracowany został, zanim nadeszła wiadomość o ustępstwach Hiszpanii. W","orędzia opracowany został, zanim nadeszła wiadomość o ustępstwach Hiszpanii. W",True
export (8).html,"kilka miesięcy przed tragedią,",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", która nim wstrząsnęła.","kilka miesięcy przed tragedią, nadeszła wiadomość , która nim wstrząsnęła.","kilka miesięcy przed tragedią, nadeszła wiadomość , która nim wstrząsnęła.",True
export (8).html,"historia średniowiecza, ale niespodziewanie",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że zmarł jego ojciec","historia średniowiecza, ale niespodziewanie nadeszła wiadomość , że zmarł jego ojciec","historia średniowiecza, ale niespodziewanie nadeszła wiadomość , że zmarł jego ojciec",True
export (8).html,królewskim. W pewnej chwili,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że do Ramataim zdążają","królewskim. W pewnej chwili nadeszła wiadomość , że do Ramataim zdążają","królewskim. W pewnej chwili nadeszła wiadomość , że do Ramataim zdążają",True
export (8).html,go na wolność. Niebawem,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że Egipcjanie ponieśli klęskę","go na wolność. Niebawem nadeszła wiadomość , że Egipcjanie ponieśli klęskę","go na wolność. Niebawem nadeszła wiadomość , że Egipcjanie ponieśli klęskę",True
export (8).html,Pięć tygodni później z Ameryki,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],. Dziadek nie żyje.,Pięć tygodni później z Ameryki nadeszła wiadomość . Dziadek nie żyje.,Pięć tygodni później z Ameryki nadeszła wiadomość . Dziadek nie żyje.,True
export (8).html,"telefonii komórkowej, z której",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],z zapytaniem o lokalizację.,"telefonii komórkowej, z której nadeszła wiadomość z zapytaniem o lokalizację.","telefonii komórkowej, z której nadeszła wiadomość z zapytaniem o lokalizację.",True
export (8).html,Tym bardziej że do Cezara,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],o zaatakowaniu nadmorskiego obozu przez,Tym bardziej że do Cezara nadeszła wiadomość o zaatakowaniu nadmorskiego obozu przez,Tym bardziej że do Cezara nadeszła wiadomość o zaatakowaniu nadmorskiego obozu przez,True
export (8).html,. Wreszcie którejś styczniowej nocy,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],: “W Gruzji przewrót,. Wreszcie którejś styczniowej nocy nadeszła wiadomość : “W Gruzji przewrót,. Wreszcie którejś styczniowej nocy nadeszła wiadomość : “W Gruzji przewrót,True
export (8).html,", do ""Murowańca""",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że ze Świnicy na",", do ""Murowańca"" nadeszła wiadomość , że ze Świnicy na",", do ""Murowańca"" nadeszła wiadomość , że ze Świnicy na",True
export (8).html,"połowie sierpnia, wieczorem,",nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na zachodniej ścianie","połowie sierpnia, wieczorem, nadeszła wiadomość , że na zachodniej ścianie","połowie sierpnia, wieczorem, nadeszła wiadomość , że na zachodniej ścianie",True
export (8).html,godz. 14.55,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że pod ścianą Zamarłej","godz. 14.55 nadeszła wiadomość , że pod ścianą Zamarłej","godz. 14.55 nadeszła wiadomość , że pod ścianą Zamarłej",True
export (8).html,godz. 17.20,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że piorun poraził dwóch","godz. 17.20 nadeszła wiadomość , że piorun poraził dwóch","godz. 17.20 nadeszła wiadomość , że piorun poraził dwóch",True
export (8).html,połowie sierpnia 1997 r.,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na południowej ścianie","połowie sierpnia 1997 r. nadeszła wiadomość , że na południowej ścianie","połowie sierpnia 1997 r. nadeszła wiadomość , że na południowej ścianie",True
export (8).html,godz. 15.30,nadeszła[nadejść:praet:sg:f:perf]wiadomość[wiadomość:subst:sg:nom:f],", że na Kazalnicy jest","godz. 15.30 nadeszła wiadomość , że na Kazalnicy jest","godz. 15.30 nadeszła wiadomość , że na Kazalnicy jest",True
