,Left_Context,Match,Right_Context,Merged_Context,Edited_Sentence,Edited_Parsing,Edited_Length,Edited_Targets,Edited_Targets_POS,Edited_branching,Edited_Targets_Branching,Edited_Entropy,Edited_Entropy_Cluster,Edited_Entropy_Markov,Edited_JS_Distance_Cluster,Translated_Sentence,Translated_Parsing,Translated_Length,Translated_branching,Translated_Targets_Branching,Translated_Target_Noun_Branching,Translated_Entropy,Translated_Entropy_Cluster,Translated_Entropy_Markov,Translated_JS_Distance_Cluster
10,z przyzwyczajenia. Do pokoju,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],", na oko lekko po","z przyzwyczajenia. Do pokoju weszła kobieta , na oko lekko po","Do pokoju weszła kobieta, na oko lekko po trzydziestce.","[('Do', 'pokoju', 'case'), ('pokoju', 'weszła', 'obl'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), (',', 'oko', 'punct'), ('na', 'oko', 'case'), ('oko', 'lekko', 'obl'), ('lekko', 'weszła', 'advmod'), ('po', 'trzydziestce', 'case'), ('trzydziestce', 'weszła', 'obl'), ('.', 'weszła', 'punct')]",9,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Do': 0, 'pokoju': 1, 'weszła': 5, 'kobieta': 0, ',': 0, 'na': 0, 'oko': 2, 'lekko': 1, 'po': 0, 'trzydziestce': 1, '.': 0}","({weszła: 5, kobieta: 0})",0.914652873087706,4,20.421419665550435,7.0,"A woman, apparently in her early thirties, entered the room.","[('A', 'woman', 'det'), ('woman', 'entered', 'nsubj'), (',', 'woman', 'punct'), ('apparently', 'in', 'advmod'), ('in', ',', 'nmod'), ('her', 'thirties', 'poss'), ('early', 'thirties', 'amod'), ('thirties', 'in', 'pobj'), (',', 'woman', 'punct'), ('entered', 'entered', 'ROOT'), ('the', 'room', 'det'), ('room', 'entered', 'dobj'), ('.', 'entered', 'punct')]",10,"{'A': 0, 'woman': 3, ',': 0, 'apparently': 0, 'in': 2, 'her': 0, 'early': 0, 'thirties': 2, 'entered': 3, 'the': 0, 'room': 1, '.': 0}","{'entered': 3, 'woman': 3}",{'woman': 3},0.3510751151522581,0,0.000311950190283,1
11,! Któregoś dnia do piwnicy,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],. Poznałam po zapachu,! Któregoś dnia do piwnicy weszła kobieta . Poznałam po zapachu,"Któregoś dnia do piwnicy weszła kobiet, poznałam po zapachu.","[('Któregoś', 'dnia', 'det'), ('dnia', 'weszła', 'obl'), ('do', 'piwnicy', 'case'), ('piwnicy', 'weszła', 'obl'), ('weszła', 'weszła', 'ROOT'), ('kobiet', 'weszła', 'obj'), (',', 'poznałam', 'punct'), ('poznałam', 'weszła', 'conj'), ('po', 'zapachu', 'case'), ('zapachu', 'poznałam', 'obl'), ('.', 'weszła', 'punct')]",9,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Któregoś': 0, 'dnia': 1, 'do': 0, 'piwnicy': 1, 'weszła': 5, 'kobiet': 0, ',': 0, 'poznałam': 2, 'po': 0, 'zapachu': 1, '.': 0}","({weszła: 5, kobieta: None})",0.8762964860527678,4,-138.21591788738905,10.0,"One day a woman came into the basement, I recognized her by her smell.","[('One', 'day', 'nummod'), ('day', 'came', 'npadvmod'), ('a', 'woman', 'det'), ('woman', 'came', 'nsubj'), ('came', 'recognized', 'ccomp'), ('into', 'came', 'prep'), ('the', 'basement', 'det'), ('basement', 'into', 'pobj'), (',', 'recognized', 'punct'), ('I', 'recognized', 'nsubj'), ('recognized', 'recognized', 'ROOT'), ('her', 'recognized', 'dobj'), ('by', 'recognized', 'prep'), ('her', 'smell', 'poss'), ('smell', 'by', 'pobj'), ('.', 'recognized', 'punct')]",14,"{'One': 0, 'day': 1, 'a': 0, 'woman': 1, 'came': 3, 'into': 1, 'the': 0, 'basement': 1, ',': 0, 'I': 0, 'recognized': 6, 'her': 0, 'by': 1, 'smell': 1, '.': 0}","{'came': 3, 'recognized': 6, 'woman': 1}",{'woman': 1},0.9984099643661628,3,-0.0476297207211294,3
12,ogólnemu zadowoleniu. Po chwili,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],", żeby prosić o zaświadczenie","ogólnemu zadowoleniu. Po chwili weszła kobieta , żeby prosić o zaświadczenie","Po chwili weszła kobieta, żeby prosić o zaświadczenie. ","[('Po', 'chwili', 'case'), ('chwili', 'weszła', 'obl'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), (',', 'prosić', 'punct'), ('żeby', 'prosić', 'mark'), ('prosić', 'weszła', 'advcl'), ('o', 'zaświadczenie', 'case'), ('zaświadczenie', 'prosić', 'obl:arg'), ('.', 'weszła', 'punct')]",8,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Po': 0, 'chwili': 1, 'weszła': 4, 'kobieta': 0, ',': 0, 'żeby': 0, 'prosić': 3, 'o': 0, 'zaświadczenie': 1, '.': 0}","({weszła: 4, kobieta: 0})",0.8086261224818936,2,-48.20985450133014,11.0,After a while a woman came in to ask for a certificate. ,"[('After', 'came', 'prep'), ('a', 'while', 'det'), ('while', 'After', 'pobj'), ('a', 'woman', 'det'), ('woman', 'came', 'nsubj'), ('came', 'came', 'ROOT'), ('in', 'came', 'prt'), ('to', 'ask', 'aux'), ('ask', 'came', 'advcl'), ('for', 'ask', 'prep'), ('a', 'certificate', 'det'), ('certificate', 'for', 'pobj'), ('.', 'came', 'punct')]",12,"{'After': 1, 'a': 0, 'while': 1, 'woman': 1, 'came': 5, 'in': 0, 'to': 0, 'ask': 2, 'for': 1, 'certificate': 1, '.': 0}","{'came': 5, 'woman': 1}",{'woman': 1},0.956998440817806,3,-7.485092903759479,8
13,środę rano do mojego biura,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],", która wyglądała jak moje","środę rano do mojego biura weszła kobieta , która wyglądała jak moje","W środę rano do mojego biura weszła kobieta, która wyglądała jak moje dziecko.","[('W', 'środę', 'case'), ('środę', 'weszła', 'obl'), ('rano', 'środę', 'advmod'), ('do', 'biura', 'case'), ('mojego', 'biura', 'det:poss'), ('biura', 'weszła', 'obl:arg'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), (',', 'wyglądała', 'punct'), ('która', 'wyglądała', 'nsubj'), ('wyglądała', 'kobieta', 'acl:relcl'), ('jak', 'dziecko', 'mark'), ('moje', 'dziecko', 'det:poss'), ('dziecko', 'wyglądała', 'obl:cmpr'), ('.', 'weszła', 'punct')]",13,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'W': 0, 'środę': 2, 'rano': 0, 'do': 0, 'mojego': 0, 'biura': 2, 'weszła': 4, 'kobieta': 1, ',': 0, 'która': 0, 'wyglądała': 3, 'jak': 0, 'moje': 0, 'dziecko': 2, '.': 0}","({weszła: 4, kobieta: 1})",1.481568375407707,0,-121.65864181034743,10.0,"On Wednesday morning, a woman who looked like my child walked into my office.","[('On', 'walked', 'prep'), ('Wednesday', 'morning', 'compound'), ('morning', 'On', 'pobj'), (',', 'walked', 'punct'), ('a', 'woman', 'det'), ('woman', 'walked', 'nsubj'), ('who', 'looked', 'nsubj'), ('looked', 'woman', 'relcl'), ('like', 'looked', 'prep'), ('my', 'child', 'poss'), ('child', 'walked', 'nsubj'), ('walked', 'walked', 'ROOT'), ('into', 'walked', 'prep'), ('my', 'office', 'poss'), ('office', 'into', 'pobj'), ('.', 'walked', 'punct')]",14,"{'On': 1, 'Wednesday': 0, 'morning': 1, ',': 0, 'a': 0, 'woman': 2, 'who': 0, 'looked': 2, 'like': 0, 'my': 0, 'child': 1, 'walked': 6, 'into': 1, 'office': 1, '.': 0}","{'walked': 6, 'woman': 2}","{'woman': 2, 'child': 1}",0.823695483993458,3,0.0,8
14,wyreżyserowali akcję. Do sklepu,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],podająca się za przedstawicielkę jednej,wyreżyserowali akcję. Do sklepu weszła kobieta podająca się za przedstawicielkę jednej,Do sklepu weszła kobieta podająca się za przedstawicielkę jednej z firm.,"[('Do', 'sklepu', 'case'), ('sklepu', 'weszła', 'obl'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), ('podająca', 'kobieta', 'acl'), ('się', 'podająca', 'expl:pv'), ('za', 'przedstawicielkę', 'case'), ('przedstawicielkę', 'podająca', 'obl:arg'), ('jednej', 'przedstawicielkę', 'nmod:arg'), ('z', 'firm', 'case'), ('firm', 'jednej', 'obl'), ('.', 'weszła', 'punct')]",11,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Do': 0, 'sklepu': 1, 'weszła': 3, 'kobieta': 1, 'podająca': 2, 'się': 0, 'za': 0, 'przedstawicielkę': 2, 'jednej': 1, 'z': 0, 'firm': 1, '.': 0}","({weszła: 3, kobieta: 1})",0.9784742087484692,4,-105.90900188730976,3.0,A woman entered the store posing as a representative of one of the companies.,"[('A', 'woman', 'det'), ('woman', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'posing', 'det'), ('store', 'posing', 'compound'), ('posing', 'entered', 'dobj'), ('as', 'entered', 'prep'), ('a', 'representative', 'det'), ('representative', 'as', 'pobj'), ('of', 'representative', 'prep'), ('one', 'of', 'pobj'), ('of', 'one', 'prep'), ('the', 'companies', 'det'), ('companies', 'of', 'pobj'), ('.', 'entered', 'punct')]",14,"{'A': 0, 'woman': 1, 'entered': 4, 'the': 0, 'store': 0, 'posing': 2, 'as': 1, 'a': 0, 'representative': 2, 'of': 1, 'one': 1, 'companies': 1, '.': 0}","{'entered': 4, 'woman': 1}",{'woman': 1},0.782119717175557,3,0.0204204859685128,3
15,chwili słabości. Do domu,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],znająca rosyjski. Żołnierz zbudził,chwili słabości. Do domu weszła kobieta znająca rosyjski. Żołnierz zbudził,Do domu weszła kobieta znająca rosyjski.,"[('Do', 'domu', 'case'), ('domu', 'weszła', 'obl'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), ('znająca', 'kobieta', 'acl'), ('rosyjski', 'znająca', 'obj'), ('.', 'weszła', 'punct')]",6,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Do': 0, 'domu': 1, 'weszła': 3, 'kobieta': 1, 'znająca': 1, 'rosyjski': 0, '.': 0}","({weszła: 3, kobieta: 1})",1.598209716807565,0,0.5979416084776878,11.0,A woman who knew Russian entered the house.,"[('A', 'woman', 'det'), ('woman', 'entered', 'nsubj'), ('who', 'knew', 'nsubj'), ('knew', 'woman', 'relcl'), ('Russian', 'knew', 'dobj'), ('entered', 'entered', 'ROOT'), ('the', 'house', 'det'), ('house', 'entered', 'dobj'), ('.', 'entered', 'punct')]",8,"{'A': 0, 'woman': 2, 'who': 0, 'knew': 2, 'Russian': 0, 'entered': 3, 'the': 0, 'house': 1, '.': 0}","{'entered': 3, 'knew': 2, 'woman': 2}",{'woman': 2},0.0645971954100904,2,0.0,3
16,mężczyzny przy ul. Dalekiej,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],i mężczyzna podający się za,mężczyzny przy ul. Dalekiej weszła kobieta i mężczyzna podający się za,Do mieszkania mężczyzny przy ul. Dalekiej weszła kobieta i mężczyzna podający się za urzędników.,"[('Do', 'mieszkania', 'case'), ('mieszkania', 'weszła', 'obl'), ('mężczyzny', 'mieszkania', 'nsubj'), ('przy', 'ul', 'case'), ('ul', 'mieszkania', 'nmod'), ('.', 'ul', 'punct'), ('Dalekiej', 'ul', 'amod'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), ('i', 'mężczyzna', 'cc'), ('mężczyzna', 'kobieta', 'conj'), ('podający', 'mężczyzna', 'acl'), ('się', 'podający', 'expl:pv'), ('za', 'urzędników', 'case'), ('urzędników', 'podający', 'obl:arg'), ('.', 'weszła', 'punct')]",14,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Do': 0, 'mieszkania': 3, 'mężczyzny': 0, 'przy': 0, 'ul': 3, '.': 0, 'Dalekiej': 0, 'weszła': 3, 'kobieta': 1, 'i': 0, 'mężczyzna': 2, 'podający': 2, 'się': 0, 'za': 0, 'urzędników': 1}","({weszła: 3, kobieta: 1})",1.2747760962354768,0,-414.1763208353748,9.0,A woman and a man posing as clerks entered the man's apartment on Dalek Street.,"[('A', 'woman', 'det'), ('woman', 'entered', 'nsubj'), ('and', 'woman', 'cc'), ('a', 'man', 'det'), ('man', 'woman', 'conj'), ('posing', 'man', 'acl'), ('as', 'posing', 'prep'), ('clerks', 'as', 'pobj'), ('entered', 'entered', 'ROOT'), ('the', 'apartment', 'det'), ('man&#39;s', 'apartment', 'compound'), ('apartment', 'entered', 'dobj'), ('on', 'apartment', 'prep'), ('Dalek', 'Street', 'compound'), ('Street', 'on', 'pobj'), ('.', 'entered', 'punct')]",15,"{'A': 0, 'woman': 3, 'and': 0, 'a': 0, 'man': 2, 'posing': 1, 'as': 1, 'clerks': 0, 'entered': 3, 'the': 0, 'man&#39;s': 0, 'apartment': 3, 'on': 1, 'Dalek': 0, 'Street': 1, '.': 0}","{'entered': 3, 'man': 2, 'woman': 3}","{'man': 2, 'woman': 3}",1.1998366872440902,1,-0.5714823256305841,1
17,. Do jednego z domów,weszła[wejść:praet:sg:f:perf]kobieta[kobieta:subst:sg:nom:f],. Zaoferowała do sprzedaży haftowane,. Do jednego z domów weszła kobieta . Zaoferowała do sprzedaży haftowane,Do jednego z domów weszła kobieta i  zaoferowała do sprzedaży haftowane chusty.,"[('Do', 'jednego', 'case'), ('jednego', 'weszła', 'obl:arg'), ('z', 'domów', 'case'), ('domów', 'weszła', 'obl'), ('weszła', 'weszła', 'ROOT'), ('kobieta', 'weszła', 'nsubj'), ('i', 'zaoferowała', 'cc'), (' ', 'i', 'dep'), ('zaoferowała', 'weszła', 'conj'), ('do', 'sprzedaży', 'case'), ('sprzedaży', 'zaoferowała', 'obl:arg'), ('haftowane', 'chusty', 'acl'), ('chusty', 'zaoferowała', 'obj'), ('.', 'weszła', 'punct')]",12,"('weszła', 'kobieta')","('[wejść:praet:sg:f:perf]', '[kobieta:subst:sg:nom:f]')","{'Do': 0, 'jednego': 1, 'z': 0, 'domów': 1, 'weszła': 5, 'kobieta': 0, 'i': 1, ' ': 0, 'zaoferowała': 3, 'do': 0, 'sprzedaży': 1, 'haftowane': 0, 'chusty': 1, '.': 0}","({weszła: 5, kobieta: 0})",1.712416615105672,3,-488.57193220587584,2.0,A woman entered one of the houses and offered embroidered scarves for sale.,"[('A', 'woman', 'det'), ('woman', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('one', 'entered', 'dobj'), ('of', 'one', 'prep'), ('the', 'houses', 'det'), ('houses', 'of', 'pobj'), ('and', 'entered', 'cc'), ('offered', 'entered', 'conj'), ('embroidered', 'scarves', 'amod'), ('scarves', 'offered', 'dobj'), ('for', 'offered', 'prep'), ('sale', 'for', 'pobj'), ('.', 'entered', 'punct')]",13,"{'A': 0, 'woman': 1, 'entered': 5, 'one': 1, 'of': 1, 'the': 0, 'houses': 1, 'and': 0, 'offered': 2, 'embroidered': 0, 'scarves': 1, 'for': 1, 'sale': 0, '.': 0}","{'entered': 5, 'woman': 1}",{'woman': 1},1.1866021746431648,1,0.1292559600233225,3
18,"zdumieniem więc odkryła, iż",przesyłka[przesyłka:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],z Polski. Bez trudu,"zdumieniem więc odkryła, iż przesyłka nadeszła z Polski. Bez trudu","Ze zdumieniem więc odkryła, iż przesyłka nadeszła z Polski. ","[('Ze', 'zdumieniem', 'case'), ('zdumieniem', 'odkryła', 'obl'), ('więc', 'odkryła', 'mark'), ('odkryła', 'odkryła', 'ROOT'), (',', 'nadeszła', 'punct'), ('iż', 'nadeszła', 'mark'), ('przesyłka', 'nadeszła', 'nsubj'), ('nadeszła', 'odkryła', 'ccomp'), ('z', 'Polski', 'case'), ('Polski', 'nadeszła', 'obl'), ('.', 'odkryła', 'punct')]",9,"('przesyłka', 'nadeszła')","('[przesyłka:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Ze': 0, 'zdumieniem': 1, 'więc': 0, 'odkryła': 4, ',': 0, 'iż': 0, 'przesyłka': 0, 'nadeszła': 4, 'z': 0, 'Polski': 1, '.': 0}","({przesyłka: 0, nadeszła: 4})",0.3403166195450375,1,-0.4665338563929335,3.0,She was therefore surprised to discover that the parcel had arrived from Poland. ,"[('She', 'was', 'nsubj'), ('was', 'was', 'ROOT'), ('therefore', 'was', 'advmod'), ('surprised', 'was', 'acomp'), ('to', 'discover', 'aux'), ('discover', 'surprised', 'xcomp'), ('that', 'arrived', 'mark'), ('the', 'parcel', 'det'), ('parcel', 'arrived', 'nsubj'), ('had', 'arrived', 'aux'), ('arrived', 'discover', 'ccomp'), ('from', 'arrived', 'prep'), ('Poland', 'from', 'pobj'), ('.', 'was', 'punct')]",13,"{'She': 0, 'was': 4, 'therefore': 0, 'surprised': 1, 'to': 0, 'discover': 2, 'that': 0, 'the': 0, 'parcel': 1, 'had': 0, 'arrived': 4, 'from': 1, 'Poland': 0, '.': 0}","{'arrived': 4, 'had': 0, 'was': 4}",,0.0493055195466854,2,0.0005552679623702,2
19,ze swoją książką. Jej,przesyłka[przesyłka:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],tego samego dnia co filozoficzno,ze swoją książką. Jej przesyłka nadeszła tego samego dnia co filozoficzno,Jej przesyłka nadeszła tego samego dnia co list od Zosi.,"[('Jej', 'przesyłka', 'nmod'), ('przesyłka', 'nadeszła', 'nsubj'), ('nadeszła', 'nadeszła', 'ROOT'), ('tego', 'dnia', 'det'), ('samego', 'tego', 'fixed'), ('dnia', 'nadeszła', 'obl'), ('co', 'list', 'case'), ('list', 'dnia', 'conj'), ('od', 'Zosi', 'case'), ('Zosi', 'list', 'nmod'), ('.', 'nadeszła', 'punct')]",10,"('przesyłka', 'nadeszła')","('[przesyłka:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Jej': 0, 'przesyłka': 1, 'nadeszła': 3, 'tego': 1, 'samego': 0, 'dnia': 2, 'co': 0, 'list': 2, 'od': 0, 'Zosi': 1, '.': 0}","({przesyłka: 1, nadeszła: 3})",1.7702205008202228,3,-26.576603809977904,11.0,Her package arrived the same day as Zosia's letter.,"[('Her', 'package', 'poss'), ('package', 'arrived', 'nsubj'), ('arrived', 'arrived', 'ROOT'), ('the', 'day', 'det'), ('same', 'day', 'amod'), ('day', 'arrived', 'npadvmod'), ('as', 'day', 'prep'), ('Zosia&#39;s', 'letter', 'compound'), ('letter', 'as', 'pobj'), ('.', 'arrived', 'punct')]",9,"{'Her': 0, 'package': 1, 'arrived': 3, 'the': 0, 'same': 0, 'day': 3, 'as': 1, 'Zosia&#39;s': 0, 'letter': 1, '.': 0}",{'arrived': 3},,1.0552595696976257,3,0.0031671561652835,2
20,W określonym w ogłoszeniu terminie,przesyłka[przesyłka:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],pocztą. Nie było w,W określonym w ogłoszeniu terminie przesyłka nadeszła pocztą. Nie było w,W określonym w ogłoszeniu terminie przesyłka nadeszła pocztą.,"[('W', 'określonym', 'case'), ('określonym', 'nadeszła', 'obl'), ('w', 'ogłoszeniu', 'case'), ('ogłoszeniu', 'określonym', 'obl'), ('terminie', 'ogłoszeniu', 'obj'), ('przesyłka', 'terminie', 'nmod:arg'), ('nadeszła', 'nadeszła', 'ROOT'), ('pocztą', 'nadeszła', 'nsubj'), ('.', 'nadeszła', 'punct')]",8,"('przesyłka', 'nadeszła')","('[przesyłka:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'W': 0, 'określonym': 2, 'w': 0, 'ogłoszeniu': 2, 'terminie': 1, 'przesyłka': 0, 'nadeszła': 3, 'pocztą': 0, '.': 0}","({przesyłka: 0, nadeszła: 3})",0.3834439507692074,1,-61.21578842912493,6.0,The parcel arrived by post within the time specified in the advertisement.,"[('The', 'parcel', 'det'), ('parcel', 'arrived', 'nsubj'), ('arrived', 'arrived', 'ROOT'), ('by', 'arrived', 'prep'), ('post', 'by', 'pobj'), ('within', 'arrived', 'prep'), ('the', 'time', 'det'), ('time', 'within', 'pobj'), ('specified', 'time', 'acl'), ('in', 'specified', 'prep'), ('the', 'advertisement', 'det'), ('advertisement', 'in', 'pobj'), ('.', 'arrived', 'punct')]",12,"{'The': 0, 'parcel': 1, 'arrived': 4, 'by': 1, 'post': 0, 'within': 1, 'the': 0, 'time': 2, 'specified': 1, 'in': 1, 'advertisement': 1, '.': 0}",{'arrived': 4},,0.6854655917417732,0,0.469792552478178,2
21,wydania. 2. Jeżeli,przesyłka[przesyłka:subst:sg:nom:f]nadeszła[nadejść:praet:sg:f:perf],do miejsca przeznaczenia w pojemniku,wydania. 2. Jeżeli przesyłka nadeszła do miejsca przeznaczenia w pojemniku,"Jeżeli przesyłka nadeszła do miejsca przeznaczenia w pojemniku, powinna być nieuszkodzona.","[('Jeżeli', 'nadeszła', 'mark'), ('przesyłka', 'nadeszła', 'nsubj'), ('nadeszła', 'powinna', 'advcl'), ('do', 'miejsca', 'case'), ('miejsca', 'nadeszła', 'obl'), ('przeznaczenia', 'miejsca', 'nmod:arg'), ('w', 'pojemniku', 'case'), ('pojemniku', 'nadeszła', 'obl'), (',', 'nadeszła', 'punct'), ('powinna', 'powinna', 'ROOT'), ('być', 'nieuszkodzona', 'aux:pass'), ('nieuszkodzona', 'powinna', 'xcomp'), ('.', 'powinna', 'punct')]",11,"('przesyłka', 'nadeszła')","('[przesyłka:subst:sg:nom:f]', '[nadejść:praet:sg:f:perf]')","{'Jeżeli': 0, 'przesyłka': 0, 'nadeszła': 5, 'do': 0, 'miejsca': 2, 'przeznaczenia': 0, 'w': 0, 'pojemniku': 1, ',': 0, 'powinna': 3, 'być': 0, 'nieuszkodzona': 1, '.': 0}","({przesyłka: 0, nadeszła: 5})",1.4025323532480145,0,-16.304015088567482,6.0,"If the shipment arrived at its destination in a container, it should be undamaged.","[('If', 'arrived', 'mark'), ('the', 'shipment', 'det'), ('shipment', 'arrived', 'nsubj'), ('arrived', 'be', 'advcl'), ('at', 'arrived', 'prep'), ('its', 'destination', 'poss'), ('destination', 'at', 'pobj'), ('in', 'arrived', 'prep'), ('a', 'container', 'det'), ('container', 'in', 'pobj'), (',', 'be', 'punct'), ('it', 'be', 'nsubj'), ('should', 'be', 'aux'), ('be', 'be', 'ROOT'), ('undamaged', 'be', 'acomp'), ('.', 'be', 'punct')]",14,"{'If': 0, 'the': 0, 'shipment': 1, 'arrived': 4, 'at': 1, 'its': 0, 'destination': 1, 'in': 1, 'a': 0, 'container': 1, ',': 0, 'it': 0, 'should': 0, 'be': 6, 'undamaged': 0, '.': 0}","{'arrived': 4, 'be': 6}",,0.0761449013758531,2,-3.344222477029227,2
22,"Lasota, Nawet na Czeszkę",naszła[najść:praet:sg:f:perf]ochota[ochota:subst:sg:nom:f],". I - hej,","Lasota, Nawet na Czeszkę naszła ochota . I - hej,",Nawet na Czeszkę naszła ochota.,"[('Nawet', 'Czeszkę', 'advmod:emph'), ('na', 'Czeszkę', 'case'), ('Czeszkę', 'naszła', 'obl'), ('naszła', 'naszła', 'ROOT'), ('ochota', 'naszła', 'nsubj'), ('.', 'naszła', 'punct')]",5,"('naszła', 'ochota')","('[najść:praet:sg:f:perf]', '[ochota:subst:sg:nom:f]')","{'Nawet': 0, 'na': 0, 'Czeszkę': 2, 'naszła': 3, 'ochota': 0, '.': 0}","({naszła: 3, ochota: 0})",0.0358869575177943,1,-42.021309780118,7.0,Even the Czech woman felt the urge.,"[('Even', 'woman', 'advmod'), ('the', 'woman', 'det'), ('Czech', 'woman', 'amod'), ('woman', 'felt', 'nsubj'), ('felt', 'felt', 'ROOT'), ('the', 'urge', 'det'), ('urge', 'felt', 'dobj'), ('.', 'felt', 'punct')]",7,"{'Even': 0, 'the': 0, 'Czech': 0, 'woman': 3, 'felt': 3, 'urge': 1, '.': 0}","{'felt': 3, 'woman': 3}",{'woman': 3},0.6292144136215108,0,0.0041452900897884,3
23,"całego, bo taka ich",naszła[najść:praet:sg:f:perf]ochota[ochota:subst:sg:nom:f],. W słabo ogrzewanych mieszkaniach,"całego, bo taka ich naszła ochota . W słabo ogrzewanych mieszkaniach","Bawili się na całego, bo taka ich naszła ochota. ","[('Bawili', 'Bawili', 'ROOT'), ('się', 'Bawili', 'expl:pv'), ('na', 'całego', 'case'), ('całego', 'Bawili', 'obl:arg'), (',', 'naszła', 'punct'), ('bo', 'naszła', 'mark'), ('taka', 'ich', 'det'), ('ich', 'naszła', 'obj'), ('naszła', 'Bawili', 'advcl'), ('ochota', 'naszła', 'nsubj'), ('.', 'Bawili', 'punct')]",9,"('naszła', 'ochota')","('[najść:praet:sg:f:perf]', '[ochota:subst:sg:nom:f]')","{'Bawili': 4, 'się': 0, 'na': 0, 'całego': 1, ',': 0, 'bo': 0, 'taka': 0, 'ich': 1, 'naszła': 4, 'ochota': 0, '.': 0}","({naszła: 4, ochota: 0})",0.6719184447412717,2,-11.595145741990644,7.0,They had fun because they felt like it. ,"[('They', 'had', 'nsubj'), ('had', 'had', 'ROOT'), ('fun', 'had', 'dobj'), ('because', 'felt', 'mark'), ('they', 'felt', 'nsubj'), ('felt', 'had', 'advcl'), ('like', 'felt', 'prep'), ('it', 'like', 'pobj'), ('.', 'had', 'punct')]",8,"{'They': 0, 'had': 4, 'fun': 0, 'because': 0, 'they': 0, 'felt': 3, 'like': 1, 'it': 0, '.': 0}","{'felt': 3, 'had': 4}",,0.702772071301939,0,0.0,5
